"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Bullock County, AL","01011","2023 ","2023",Suppressed,9897,Suppressed
,"Butler County, AL","01013","2018","2018",Suppressed,19680,Suppressed
,"Butler County, AL","01013","2019","2019",Suppressed,19448,Suppressed
,"Butler County, AL","01013","2020","2020",Suppressed,19504,Suppressed
,"Butler County, AL","01013","2021","2021",Suppressed,18884,Suppressed
,"Butler County, AL","01013","2022","2022",Suppressed,18650,Suppressed
,"Butler County, AL","01013","2023 ","2023",Suppressed,18382,Suppressed
,"Calhoun County, AL","01015","2018","2018",25,114277,21.876668096
,"Calhoun County, AL","01015","2019","2019",19,113605,Unreliable
,"Calhoun County, AL","01015","2020","2020",28,113469,24.676343318
,"Calhoun County, AL","01015","2021","2021",28,115972,24.143758838
,"Calhoun County, AL","01015","2022","2022",14,115788,Unreliable
,"Calhoun County, AL","01015","2023 ","2023",21,116429,18.036743423
,"Chambers County, AL","01017","2018","2018",Suppressed,33615,Suppressed
,"Chambers County, AL","01017","2019","2019",Suppressed,33254,Suppressed
,"Chambers County, AL","01017","2020","2020",Suppressed,32865,Suppressed
,"Chambers County, AL","01017","2021","2021",Suppressed,34541,Suppressed
,"Chambers County, AL","01017","2022","2022",Suppressed,34088,Suppressed
,"Chambers County, AL","01017","2023 ","2023",Suppressed,34079,Suppressed
,"Cherokee County, AL","01019","2018","2018",Suppressed,26032,Suppressed
,"Cherokee County, AL","01019","2019","2019",Suppressed,26196,Suppressed
,"Cherokee County, AL","01019","2020","2020",Suppressed,26294,Suppressed
,"Cherokee County, AL","01019","2021","2021",Suppressed,24996,Suppressed
,"Cherokee County, AL","01019","2022","2022",11,25302,Unreliable
,"Cherokee County, AL","01019","2023 ","2023",Suppressed,25666,Suppressed
,"Chilton County, AL","01021","2018","2018",Suppressed,44153,Suppressed
,"Chilton County, AL","01021","2019","2019",Suppressed,44428,Suppressed
,"Chilton County, AL","01021","2020","2020",11,44397,Unreliable
,"Chilton County, AL","01021","2021","2021",Suppressed,45274,Suppressed
,"Chilton County, AL","01021","2022","2022",Suppressed,45884,Suppressed
,"Chilton County, AL","01021","2023 ","2023",Suppressed,46431,Suppressed
,"Choctaw County, AL","01023","2018","2018",Suppressed,12841,Suppressed
,"Choctaw County, AL","01023","2019","2019",0,12589,Unreliable
,"Choctaw County, AL","01023","2020","2020",Suppressed,12418,Suppressed
,"Choctaw County, AL","01023","2021","2021",0,12533,Unreliable
,"Choctaw County, AL","01023","2022","2022",Suppressed,12439,Suppressed
,"Choctaw County, AL","01023","2023 ","2023",Suppressed,12252,Suppressed
,"Clarke County, AL","01025","2018","2018",Suppressed,23920,Suppressed
,"Clarke County, AL","01025","2019","2019",Suppressed,23622,Suppressed
,"Clarke County, AL","01025","2020","2020",Suppressed,23291,Suppressed
,"Clarke County, AL","01025","2021","2021",Suppressed,22760,Suppressed
,"Clarke County, AL","01025","2022","2022",Suppressed,22515,Suppressed
,"Clarke County, AL","01025","2023 ","2023",0,22337,Unreliable
,"Clay County, AL","01027","2018","2018",Suppressed,13275,Suppressed
,"Clay County, AL","01027","2019","2019",Suppressed,13235,Suppressed
,"Clay County, AL","01027","2020","2020",Suppressed,13112,Suppressed
,"Clay County, AL","01027","2021","2021",Suppressed,14190,Suppressed
,"Clay County, AL","01027","2022","2022",Suppressed,14198,Suppressed
,"Clay County, AL","01027","2023 ","2023",Suppressed,14111,Suppressed
,"Cleburne County, AL","01029","2018","2018",Suppressed,14987,Suppressed
,"Cleburne County, AL","01029","2019","2019",Suppressed,14910,Suppressed
,"Cleburne County, AL","01029","2020","2020",Suppressed,14967,Suppressed
,"Cleburne County, AL","01029","2021","2021",Suppressed,15103,Suppressed
,"Cleburne County, AL","01029","2022","2022",Suppressed,15346,Suppressed
,"Cleburne County, AL","01029","2023 ","2023",Suppressed,15639,Suppressed
,"Coffee County, AL","01031","2018","2018",Suppressed,51909,Suppressed
,"Coffee County, AL","01031","2019","2019",Suppressed,52342,Suppressed
,"Coffee County, AL","01031","2020","2020",13,53230,Unreliable
,"Coffee County, AL","01031","2021","2021",13,54174,Unreliable
,"Coffee County, AL","01031","2022","2022",10,54805,Unreliable
,"Coffee County, AL","01031","2023 ","2023",11,55643,Unreliable
,"Colbert County, AL","01033","2018","2018",17,54762,Unreliable
,"Colbert County, AL","01033","2019","2019",13,55241,Unreliable
,"Colbert County, AL","01033","2020","2020",Suppressed,55411,Suppressed
,"Colbert County, AL","01033","2021","2021",Suppressed,57474,Suppressed
,"Colbert County, AL","01033","2022","2022",14,58033,Unreliable
,"Colbert County, AL","01033","2023 ","2023",17,58361,Unreliable
,"Conecuh County, AL","01035","2018","2018",0,12277,Unreliable
,"Conecuh County, AL","01035","2019","2019",Suppressed,12067,Suppressed
,"Conecuh County, AL","01035","2020","2020",Suppressed,11851,Suppressed
,"Conecuh County, AL","01035","2021","2021",Suppressed,11328,Suppressed
,"Conecuh County, AL","01035","2022","2022",Suppressed,11206,Suppressed
,"Conecuh County, AL","01035","2023 ","2023",Suppressed,11174,Suppressed
,"Coosa County, AL","01037","2018","2018",0,10715,Unreliable
,"Coosa County, AL","01037","2019","2019",Suppressed,10663,Suppressed
,"Coosa County, AL","01037","2020","2020",0,10650,Unreliable
,"Coosa County, AL","01037","2021","2021",Suppressed,10450,Suppressed
,"Coosa County, AL","01037","2022","2022",Suppressed,10166,Suppressed
,"Coosa County, AL","01037","2023 ","2023",Suppressed,10268,Suppressed
,"Covington County, AL","01039","2018","2018",Suppressed,36986,Suppressed
,"Covington County, AL","01039","2019","2019",Suppressed,37049,Suppressed
,"Covington County, AL","01039","2020","2020",10,36930,Unreliable
,"Covington County, AL","01039","2021","2021",Suppressed,37524,Suppressed
,"Covington County, AL","01039","2022","2022",Suppressed,37602,Suppressed
,"Covington County, AL","01039","2023 ","2023",Suppressed,37952,Suppressed
,"Crenshaw County, AL","01041","2018","2018",Suppressed,13824,Suppressed
,"Crenshaw County, AL","01041","2019","2019",Suppressed,13772,Suppressed
,"Crenshaw County, AL","01041","2020","2020",Suppressed,13681,Suppressed
,"Crenshaw County, AL","01041","2021","2021",Suppressed,13083,Suppressed
,"Crenshaw County, AL","01041","2022","2022",Suppressed,13025,Suppressed
,"Crenshaw County, AL","01041","2023 ","2023",Suppressed,13101,Suppressed
,"Cullman County, AL","01043","2018","2018",14,83442,Unreliable
,"Cullman County, AL","01043","2019","2019",17,83768,Unreliable
,"Cullman County, AL","01043","2020","2020",21,84515,24.847660179
,"Cullman County, AL","01043","2021","2021",19,89496,Unreliable
,"Cullman County, AL","01043","2022","2022",18,90665,Unreliable
,"Cullman County, AL","01043","2023 ","2023",18,92016,Unreliable
,"Dale County, AL","01045","2018","2018",14,48956,Unreliable
,"Dale County, AL","01045","2019","2019",Suppressed,49172,Suppressed
,"Dale County, AL","01045","2020","2020",11,48959,Unreliable
,"Dale County, AL","01045","2021","2021",13,49342,Unreliable
,"Dale County, AL","01045","2022","2022",11,49544,Unreliable
,"Dale County, AL","01045","2023 ","2023",Suppressed,49871,Suppressed
,"Dallas County, AL","01047","2018","2018",Suppressed,38310,Suppressed
,"Dallas County, AL","01047","2019","2019",Suppressed,37196,Suppressed
,"Dallas County, AL","01047","2020","2020",Suppressed,36098,Suppressed
,"Dallas County, AL","01047","2021","2021",Suppressed,37619,Suppressed
,"Dallas County, AL","01047","2022","2022",Suppressed,36767,Suppressed
,"Dallas County, AL","01047","2023 ","2023",Suppressed,36165,Suppressed
,"DeKalb County, AL","01049","2018","2018",13,71385,Unreliable
,"DeKalb County, AL","01049","2019","2019",25,71513,34.958678842
,"DeKalb County, AL","01049","2020","2020",15,71658,Unreliable
,"DeKalb County, AL","01049","2021","2021",11,71813,Unreliable
,"DeKalb County, AL","01049","2022","2022",13,71998,Unreliable
,"DeKalb County, AL","01049","2023 ","2023",19,72569,Unreliable
,"Elmore County, AL","01051","2018","2018",20,81887,24.423901230
,"Elmore County, AL","01051","2019","2019",17,81209,Unreliable
,"Elmore County, AL","01051","2020","2020",16,82158,Unreliable
,"Elmore County, AL","01051","2021","2021",15,89304,Unreliable
,"Elmore County, AL","01051","2022","2022",Suppressed,89563,Suppressed
,"Elmore County, AL","01051","2023 ","2023",22,90441,24.325250716
,"Escambia County, AL","01053","2018","2018",Suppressed,36748,Suppressed
,"Escambia County, AL","01053","2019","2019",Suppressed,36633,Suppressed
,"Escambia County, AL","01053","2020","2020",Suppressed,36281,Suppressed
,"Escambia County, AL","01053","2021","2021",14,36699,Unreliable
,"Escambia County, AL","01053","2022","2022",Suppressed,36666,Suppressed
,"Escambia County, AL","01053","2023 ","2023",Suppressed,36558,Suppressed
,"Etowah County, AL","01055","2018","2018",21,102501,20.487604999
,"Etowah County, AL","01055","2019","2019",22,102268,21.512105448
,"Etowah County, AL","01055","2020","2020",24,102371,23.444139454
,"Etowah County, AL","01055","2021","2021",19,103162,Unreliable
,"Etowah County, AL","01055","2022","2022",20,103088,19.400900202
,"Etowah County, AL","01055","2023 ","2023",17,103241,Unreliable
,"Fayette County, AL","01057","2018","2018",Suppressed,16433,Suppressed
,"Fayette County, AL","01057","2019","2019",Suppressed,16302,Suppressed
,"Fayette County, AL","01057","2020","2020",Suppressed,16241,Suppressed
,"Fayette County, AL","01057","2021","2021",Suppressed,16148,Suppressed
,"Fayette County, AL","01057","2022","2022",Suppressed,16118,Suppressed
,"Fayette County, AL","01057","2023 ","2023",Suppressed,15967,Suppressed
,"Franklin County, AL","01059","2018","2018",Suppressed,31363,Suppressed
,"Franklin County, AL","01059","2019","2019",Suppressed,31362,Suppressed
,"Franklin County, AL","01059","2020","2020",Suppressed,31507,Suppressed
,"Franklin County, AL","01059","2021","2021",Suppressed,32013,Suppressed
,"Franklin County, AL","01059","2022","2022",Suppressed,31932,Suppressed
,"Franklin County, AL","01059","2023 ","2023",Suppressed,31802,Suppressed
,"Geneva County, AL","01061","2018","2018",Suppressed,26314,Suppressed
,"Geneva County, AL","01061","2019","2019",Suppressed,26271,Suppressed
,"Geneva County, AL","01061","2020","2020",Suppressed,26411,Suppressed
,"Geneva County, AL","01061","2021","2021",Suppressed,26701,Suppressed
,"Geneva County, AL","01061","2022","2022",Suppressed,26783,Suppressed
,"Geneva County, AL","01061","2023 ","2023",10,26988,Unreliable
,"Greene County, AL","01063","2018","2018",Suppressed,8233,Suppressed
,"Greene County, AL","01063","2019","2019",Suppressed,8111,Suppressed
,"Greene County, AL","01063","2020","2020",Suppressed,7990,Suppressed
,"Greene County, AL","01063","2021","2021",0,7629,Unreliable
,"Greene County, AL","01063","2022","2022",Suppressed,7422,Suppressed
,"Greene County, AL","01063","2023 ","2023",Suppressed,7341,Suppressed
,"Hale County, AL","01065","2018","2018",Suppressed,14726,Suppressed
,"Hale County, AL","01065","2019","2019",Suppressed,14651,Suppressed
,"Hale County, AL","01065","2020","2020",Suppressed,14670,Suppressed
,"Hale County, AL","01065","2021","2021",Suppressed,14754,Suppressed
,"Hale County, AL","01065","2022","2022",Suppressed,14595,Suppressed
,"Hale County, AL","01065","2023 ","2023",Suppressed,14888,Suppressed
,"Henry County, AL","01067","2018","2018",Suppressed,17209,Suppressed
,"Henry County, AL","01067","2019","2019",Suppressed,17205,Suppressed
,"Henry County, AL","01067","2020","2020",Suppressed,17223,Suppressed
,"Henry County, AL","01067","2021","2021",Suppressed,17459,Suppressed
,"Henry County, AL","01067","2022","2022",Suppressed,17655,Suppressed
,"Henry County, AL","01067","2023 ","2023",Suppressed,17899,Suppressed
,"Houston County, AL","01069","2018","2018",20,104722,19.098183763
,"Houston County, AL","01069","2019","2019",20,105882,18.888951852
,"Houston County, AL","01069","2020","2020",16,106580,Unreliable
,"Houston County, AL","01069","2021","2021",28,107458,26.056691917
,"Houston County, AL","01069","2022","2022",18,108079,Unreliable
,"Houston County, AL","01069","2023 ","2023",22,108462,20.283601630
,"Jackson County, AL","01071","2018","2018",15,51736,Unreliable
,"Jackson County, AL","01071","2019","2019",Suppressed,51626,Suppressed
,"Jackson County, AL","01071","2020","2020",Suppressed,51582,Suppressed
,"Jackson County, AL","01071","2021","2021",Suppressed,52773,Suppressed
,"Jackson County, AL","01071","2022","2022",10,52891,Unreliable
,"Jackson County, AL","01071","2023 ","2023",Suppressed,53467,Suppressed
,"Jefferson County, AL","01073","2018","2018",83,659300,12.589109662
,"Jefferson County, AL","01073","2019","2019",104,658573,15.791719369
,"Jefferson County, AL","01073","2020","2020",85,655342,12.970326944
,"Jefferson County, AL","01073","2021","2021",92,667820,13.776167231
,"Jefferson County, AL","01073","2022","2022",105,665409,15.779768533
,"Jefferson County, AL","01073","2023 ","2023",78,662895,11.766569366
,"Lamar County, AL","01075","2018","2018",Suppressed,13844,Suppressed
,"Lamar County, AL","01075","2019","2019",Suppressed,13805,Suppressed
,"Lamar County, AL","01075","2020","2020",Suppressed,13764,Suppressed
,"Lamar County, AL","01075","2021","2021",Suppressed,13689,Suppressed
,"Lamar County, AL","01075","2022","2022",Suppressed,13705,Suppressed
,"Lamar County, AL","01075","2023 ","2023",0,13661,Unreliable
,"Lauderdale County, AL","01077","2018","2018",11,92387,Unreliable
,"Lauderdale County, AL","01077","2019","2019",12,92729,Unreliable
,"Lauderdale County, AL","01077","2020","2020",19,93368,Unreliable
,"Lauderdale County, AL","01077","2021","2021",Suppressed,94043,Suppressed
,"Lauderdale County, AL","01077","2022","2022",15,95878,Unreliable
,"Lauderdale County, AL","01077","2023 ","2023",29,96814,29.954345446
,"Lawrence County, AL","01079","2018","2018",12,32957,Unreliable
,"Lawrence County, AL","01079","2019","2019",Suppressed,32924,Suppressed
,"Lawrence County, AL","01079","2020","2020",Suppressed,32857,Suppressed
,"Lawrence County, AL","01079","2021","2021",Suppressed,33090,Suppressed
,"Lawrence County, AL","01079","2022","2022",Suppressed,33214,Suppressed
,"Lawrence County, AL","01079","2023 ","2023",Suppressed,33502,Suppressed
,"Lee County, AL","01081","2018","2018",22,163941,13.419461880
,"Lee County, AL","01081","2019","2019",24,164542,14.585941583
,"Lee County, AL","01081","2020","2020",21,166831,12.587588638
,"Lee County, AL","01081","2021","2021",22,177218,12.414088862
,"Lee County, AL","01081","2022","2022",34,180773,18.808118469
,"Lee County, AL","01081","2023 ","2023",18,183215,Unreliable
,"Limestone County, AL","01083","2018","2018",21,96174,21.835423295
,"Limestone County, AL","01083","2019","2019",Suppressed,98915,Suppressed
,"Limestone County, AL","01083","2020","2020",15,102228,Unreliable
,"Limestone County, AL","01083","2021","2021",21,107517,19.531794972
,"Limestone County, AL","01083","2022","2022",18,110900,Unreliable
,"Limestone County, AL","01083","2023 ","2023",18,114654,Unreliable
,"Lowndes County, AL","01085","2018","2018",Suppressed,9974,Suppressed
,"Lowndes County, AL","01085","2019","2019",Suppressed,9726,Suppressed
,"Lowndes County, AL","01085","2020","2020",0,9641,Unreliable
,"Lowndes County, AL","01085","2021","2021",Suppressed,9965,Suppressed
,"Lowndes County, AL","01085","2022","2022",Suppressed,9777,Suppressed
,"Lowndes County, AL","01085","2023 ","2023",0,9717,Unreliable
,"Macon County, AL","01087","2018","2018",Suppressed,18439,Suppressed
,"Macon County, AL","01087","2019","2019",Suppressed,18068,Suppressed
,"Macon County, AL","01087","2020","2020",Suppressed,17895,Suppressed
,"Macon County, AL","01087","2021","2021",0,18895,Unreliable
,"Macon County, AL","01087","2022","2022",Suppressed,18516,Suppressed
,"Macon County, AL","01087","2023 ","2023",Suppressed,18370,Suppressed
,"Madison County, AL","01089","2018","2018",61,366519,16.643066253
,"Madison County, AL","01089","2019","2019",69,372909,18.503173696
,"Madison County, AL","01089","2020","2020",54,379453,14.231011482
,"Madison County, AL","01089","2021","2021",59,395211,14.928734271
,"Madison County, AL","01089","2022","2022",64,403565,15.858659696
,"Madison County, AL","01089","2023 ","2023",68,412600,16.480853127
,"Marengo County, AL","01091","2018","2018",Suppressed,19066,Suppressed
,"Marengo County, AL","01091","2019","2019",Suppressed,18863,Suppressed
,"Marengo County, AL","01091","2020","2020",Suppressed,18733,Suppressed
,"Marengo County, AL","01091","2021","2021",Suppressed,18996,Suppressed
,"Marengo County, AL","01091","2022","2022",Suppressed,18745,Suppressed
,"Marengo County, AL","01091","2023 ","2023",Suppressed,18684,Suppressed
,"Marion County, AL","01093","2018","2018",Suppressed,29763,Suppressed
,"Marion County, AL","01093","2019","2019",Suppressed,29709,Suppressed
,"Marion County, AL","01093","2020","2020",Suppressed,29703,Suppressed
,"Marion County, AL","01093","2021","2021",Suppressed,29246,Suppressed
,"Marion County, AL","01093","2022","2022",Suppressed,29156,Suppressed
,"Marion County, AL","01093","2023 ","2023",Suppressed,29244,Suppressed
,"Marshall County, AL","01095","2018","2018",17,96109,Unreliable
,"Marshall County, AL","01095","2019","2019",11,96774,Unreliable
,"Marshall County, AL","01095","2020","2020",23,96990,23.713784926
,"Marshall County, AL","01095","2021","2021",13,98228,Unreliable
,"Marshall County, AL","01095","2022","2022",21,99423,21.121873208
,"Marshall County, AL","01095","2023 ","2023",18,100756,Unreliable
,"Mobile County, AL","01097","2018","2018",62,413757,14.984640743
,"Mobile County, AL","01097","2019","2019",64,413210,15.488492534
,"Mobile County, AL","01097","2020","2020",56,412716,13.568652536
,"Mobile County, AL","01097","2021","2021",57,413073,13.799013734
,"Mobile County, AL","01097","2022","2022",75,411411,18.229945237
,"Mobile County, AL","01097","2023 ","2023",79,411640,19.191526577
,"Monroe County, AL","01099","2018","2018",Suppressed,21067,Suppressed
,"Monroe County, AL","01099","2019","2019",0,20733,Unreliable
,"Monroe County, AL","01099","2020","2020",Suppressed,20459,Suppressed
,"Monroe County, AL","01099","2021","2021",Suppressed,19648,Suppressed
,"Monroe County, AL","01099","2022","2022",Suppressed,19404,Suppressed
,"Monroe County, AL","01099","2023 ","2023",Suppressed,19229,Suppressed
,"Montgomery County, AL","01101","2018","2018",24,225763,10.630617063
,"Montgomery County, AL","01101","2019","2019",26,226486,11.479738262
,"Montgomery County, AL","01101","2020","2020",22,224639,9.793490890
,"Montgomery County, AL","01101","2021","2021",26,227434,11.431887932
,"Montgomery County, AL","01101","2022","2022",28,226361,12.369621975
,"Montgomery County, AL","01101","2023 ","2023",35,224980,15.556938394
,"Morgan County, AL","01103","2018","2018",28,119089,23.511827289
,"Morgan County, AL","01103","2019","2019",28,119679,23.395917412
,"Morgan County, AL","01103","2020","2020",22,119883,18.351225779
,"Morgan County, AL","01103","2021","2021",28,123668,22.641265323
,"Morgan County, AL","01103","2022","2022",25,124211,20.127041888
,"Morgan County, AL","01103","2023 ","2023",18,125133,Unreliable
,"Perry County, AL","01105","2018","2018",0,9140,Unreliable
,"Perry County, AL","01105","2019","2019",Suppressed,8923,Suppressed
,"Perry County, AL","01105","2020","2020",Suppressed,8687,Suppressed
,"Perry County, AL","01105","2021","2021",Suppressed,8355,Suppressed
,"Perry County, AL","01105","2022","2022",Suppressed,8035,Suppressed
,"Perry County, AL","01105","2023 ","2023",0,7738,Unreliable
,"Pickens County, AL","01107","2018","2018",Suppressed,19938,Suppressed
,"Pickens County, AL","01107","2019","2019",Suppressed,19930,Suppressed
,"Pickens County, AL","01107","2020","2020",Suppressed,19793,Suppressed
,"Pickens County, AL","01107","2021","2021",0,18801,Unreliable
,"Pickens County, AL","01107","2022","2022",0,18697,Unreliable
,"Pickens County, AL","01107","2023 ","2023",Suppressed,18688,Suppressed
,"Pike County, AL","01109","2018","2018",Suppressed,33338,Suppressed
,"Pike County, AL","01109","2019","2019",Suppressed,33114,Suppressed
,"Pike County, AL","01109","2020","2020",Suppressed,32966,Suppressed
,"Pike County, AL","01109","2021","2021",Suppressed,32991,Suppressed
,"Pike County, AL","01109","2022","2022",Suppressed,33014,Suppressed
,"Pike County, AL","01109","2023 ","2023",Suppressed,33137,Suppressed
,"Randolph County, AL","01111","2018","2018",Suppressed,22725,Suppressed
,"Randolph County, AL","01111","2019","2019",Suppressed,22722,Suppressed
,"Randolph County, AL","01111","2020","2020",Suppressed,22920,Suppressed
,"Randolph County, AL","01111","2021","2021",Suppressed,21989,Suppressed
,"Randolph County, AL","01111","2022","2022",Suppressed,22479,Suppressed
,"Randolph County, AL","01111","2023 ","2023",Suppressed,22786,Suppressed
,"Russell County, AL","01113","2018","2018",14,57781,Unreliable
,"Russell County, AL","01113","2019","2019",10,57961,Unreliable
,"Russell County, AL","01113","2020","2020",12,58237,Unreliable
,"Russell County, AL","01113","2021","2021",14,58722,Unreliable
,"Russell County, AL","01113","2022","2022",10,58555,Unreliable
,"Russell County, AL","01113","2023 ","2023",11,58744,Unreliable
,"St. Clair County, AL","01115","2018","2018",21,88690,23.677979479
,"St. Clair County, AL","01115","2019","2019",15,89512,Unreliable
,"St. Clair County, AL","01115","2020","2020",13,90739,Unreliable
,"St. Clair County, AL","01115","2021","2021",24,92748,25.876568767
,"St. Clair County, AL","01115","2022","2022",17,93932,Unreliable
,"St. Clair County, AL","01115","2023 ","2023",24,95552,25.117213664
,"Shelby County, AL","01117","2018","2018",32,215707,14.834938134
,"Shelby County, AL","01117","2019","2019",23,217702,10.564900644
,"Shelby County, AL","01117","2020","2020",30,221428,13.548422060
,"Shelby County, AL","01117","2021","2021",33,226902,14.543723722
,"Shelby County, AL","01117","2022","2022",29,230115,12.602394455
,"Shelby County, AL","01117","2023 ","2023",45,233000,19.313304721
,"Sumter County, AL","01119","2018","2018",Suppressed,12691,Suppressed
,"Sumter County, AL","01119","2019","2019",Suppressed,12427,Suppressed
,"Sumter County, AL","01119","2020","2020",Suppressed,12225,Suppressed
,"Sumter County, AL","01119","2021","2021",0,12164,Unreliable
,"Sumter County, AL","01119","2022","2022",Suppressed,11853,Suppressed
,"Sumter County, AL","01119","2023 ","2023",Suppressed,11727,Suppressed
,"Talladega County, AL","01121","2018","2018",13,79828,Unreliable
,"Talladega County, AL","01121","2019","2019",15,79978,Unreliable
,"Talladega County, AL","01121","2020","2020",Suppressed,79985,Suppressed
,"Talladega County, AL","01121","2021","2021",18,81524,Unreliable
,"Talladega County, AL","01121","2022","2022",19,80704,Unreliable
,"Talladega County, AL","01121","2023 ","2023",16,81132,Unreliable
,"Tallapoosa County, AL","01123","2018","2018",10,40497,Unreliable
,"Tallapoosa County, AL","01123","2019","2019",Suppressed,40367,Suppressed
,"Tallapoosa County, AL","01123","2020","2020",Suppressed,40133,Suppressed
,"Tallapoosa County, AL","01123","2021","2021",Suppressed,41023,Suppressed
,"Tallapoosa County, AL","01123","2022","2022",Suppressed,40977,Suppressed
,"Tallapoosa County, AL","01123","2023 ","2023",Suppressed,40677,Suppressed
,"Tuscaloosa County, AL","01125","2018","2018",27,208911,12.924163878
,"Tuscaloosa County, AL","01125","2019","2019",27,209355,12.896754317
,"Tuscaloosa County, AL","01125","2020","2020",27,210758,12.810901603
,"Tuscaloosa County, AL","01125","2021","2021",30,227007,13.215451506
,"Tuscaloosa County, AL","01125","2022","2022",27,236780,11.402990117
,"Tuscaloosa County, AL","01125","2023 ","2023",28,237373,11.795781323
,"Walker County, AL","01127","2018","2018",11,63711,Unreliable
,"Walker County, AL","01127","2019","2019",15,63521,Unreliable
,"Walker County, AL","01127","2020","2020",10,63143,Unreliable
,"Walker County, AL","01127","2021","2021",17,64818,Unreliable
,"Walker County, AL","01127","2022","2022",13,64339,Unreliable
,"Walker County, AL","01127","2023 ","2023",17,64728,Unreliable
,"Washington County, AL","01129","2018","2018",Suppressed,16378,Suppressed
,"Washington County, AL","01129","2019","2019",Suppressed,16326,Suppressed
,"Washington County, AL","01129","2020","2020",Suppressed,15976,Suppressed
,"Washington County, AL","01129","2021","2021",Suppressed,15147,Suppressed
,"Washington County, AL","01129","2022","2022",Suppressed,15122,Suppressed
,"Washington County, AL","01129","2023 ","2023",Suppressed,15022,Suppressed
,"Wilcox County, AL","01131","2018","2018",0,10627,Unreliable
,"Wilcox County, AL","01131","2019","2019",Suppressed,10373,Suppressed
,"Wilcox County, AL","01131","2020","2020",0,10206,Unreliable
,"Wilcox County, AL","01131","2021","2021",Suppressed,10446,Suppressed
,"Wilcox County, AL","01131","2022","2022",Suppressed,10059,Suppressed
,"Wilcox County, AL","01131","2023 ","2023",0,9944,Unreliable
,"Winston County, AL","01133","2018","2018",Suppressed,23660,Suppressed
,"Winston County, AL","01133","2019","2019",Suppressed,23629,Suppressed
,"Winston County, AL","01133","2020","2020",Suppressed,23508,Suppressed
,"Winston County, AL","01133","2021","2021",Suppressed,23652,Suppressed
,"Winston County, AL","01133","2022","2022",Suppressed,23755,Suppressed
,"Winston County, AL","01133","2023 ","2023",Suppressed,23611,Suppressed
,"Aleutians East Borough, AK","02013","2018","2018",0,3515,Unreliable
,"Aleutians East Borough, AK","02013","2019","2019",0,3337,Unreliable
,"Aleutians East Borough, AK","02013","2020","2020",0,3401,Unreliable
,"Aleutians East Borough, AK","02013","2021","2021",Suppressed,3398,Suppressed
,"Aleutians East Borough, AK","02013","2022","2022",0,3398,Unreliable
,"Aleutians East Borough, AK","02013","2023 ","2023",Suppressed,3461,Suppressed
,"Aleutians West Census Area, AK","02016","2018","2018",Suppressed,5723,Suppressed
,"Aleutians West Census Area, AK","02016","2019","2019",0,5634,Unreliable
,"Aleutians West Census Area, AK","02016","2020","2020",0,5680,Unreliable
,"Aleutians West Census Area, AK","02016","2021","2021",0,5059,Unreliable
,"Aleutians West Census Area, AK","02016","2022","2022",0,5122,Unreliable
